col_0,col_1,text_lower,text_contacts_masked,text_numbers,text_stripped,text_whitespace,text_stopwords_removed,text_clean
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,santa calling! would your little ones like a call from santa xmas eve? call 09077818151 to book you time. calls1.50ppm last 3mins 30s t&c www.santacalling.com,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C <URL>,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call <NUM> to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,Santa calling! Would your little ones like call Santa Xmas Eve? Call 09077818151 book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,santa calling! would your little ones like a call from santa xmas eve? call <NUM> to book you time. calls1.50ppm last 3mins 30s t&c <URL>
ham,Just come home. I don't want u to be miserable,just come home. i don't want u to be miserable,Just come home. I don't want u to be miserable,Just come home. I don't want u to be miserable,Just come home. I don't want u to be miserable,Just come home. I don't want u to be miserable,Just come home. I don't want u miserable,just come home. i don't want u to be miserable
ham,I dont know why she.s not getting your messages,i dont know why she.s not getting your messages,I dont know why she.s not getting your messages,I dont know why she.s not getting your messages,I dont know why she.s not getting your messages,I dont know why she.s not getting your messages,I dont know why she.s not getting your messages,i dont know why she.s not getting your messages
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?","its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. our total order is a quarter, you got enough?","its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?","its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?","its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough","its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?","cool but tyler had take off so we're gonna buy him drop off his place later tonight. Our total order quarter, you got enough?","its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. our total order is a quarter, you got enough"
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?","the guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. i'm nervous because of course now he may have my address. should i call his boss and tell him, knowing this may get him fired?","The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?","The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?","The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired","The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?","The guy car shop who flirting me got my phone number paperwork called texted me. I'm nervous because course now may have my address. Should i call his boss tell him, knowing this may get him fired?","the guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. i'm nervous because of course now he may have my address. should i call his boss and tell him, knowing this may get him fired"
ham,Reverse is cheating. That is not mathematics.,reverse is cheating. that is not mathematics.,Reverse is cheating. That is not mathematics.,Reverse is cheating. That is not mathematics.,Reverse is cheating. That is not mathematics,Reverse is cheating. That is not mathematics.,Reverse cheating. That not mathematics.,reverse is cheating. that is not mathematics
ham,How do you plan to manage that,how do you plan to manage that,How do you plan to manage that,How do you plan to manage that,How do you plan to manage that,How do you plan to manage that,How do you plan manage,how do you plan to manage that
ham,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off","er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off","Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off","Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off","Er, hello, things didn‘t quite go to plan is limping slowly home followed by aa and with exhaust hanging off","Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off","Er, hello, things didn‘t quite go plan – limping slowly home followed aa exhaust hanging off","er, hello, things didn‘t quite go to plan is limping slowly home followed by aa and with exhaust hanging off"
ham,Sorry for the delay. Yes masters,sorry for the delay. yes masters,Sorry for the delay. Yes masters,Sorry for the delay. Yes masters,Sorry for the delay. Yes masters,Sorry for the delay. Yes masters,Sorry delay. Yes masters,sorry for the delay. yes masters
ham,Call me when u finish then i come n pick u.,call me when u finish then i come n pick u.,Call me when u finish then i come n pick u.,Call me when u finish then i come n pick u.,Call me when u finish then i come n pick u,Call me when u finish then i come n pick u.,Call me when u finish then i come n pick u.,call me when u finish then i come n pick u
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,private! your 2004 account statement for 078498****7 shows 786 unredeemed bonus points. to claim call 08719180219 identifier code: 45239 expires 06.05.05,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,PRIVATE! Your <NUM> Account Statement for <NUM>****<NUM> shows <NUM> unredeemed Bonus Points. To claim call <NUM> Identifier Code: <NUM> Expires <NUM>.<NUM>.<NUM>,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,PRIVATE! Your 2004 Account Statement 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,private! your <NUM> account statement for <NUM>****<NUM> shows <NUM> unredeemed bonus points. to claim call <NUM> identifier code: <NUM> expires <NUM>.<NUM>.<NUM>
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,what's up my own oga. left my phone at home and just saw ur messages. hope you are good. have a great weekend.,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,What's up my own oga. Left my phone home just saw ur messages. Hope you good. Have great weekend.,what's up my own oga. left my phone at home and just saw ur messages. hope you are good. have a great weekend
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself","don't worry though, i understand how important it is that i be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. brb gonna go kill myself","Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself","Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself","Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself","Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself","Don't worry though, I understand how important I put my place poorly thought out punishment face worst thing ever happened me. Brb gonna go kill myself","don't worry though, i understand how important it is that i be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. brb gonna go kill myself"
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday","honey, can you pls find out how much they sell predicte in nigeria. and how many times can it be used. its very important to have a reply before monday","Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday","Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday","Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday","Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday","Honey, can you pls find out how much they sell Predicte Nigeria. And how many times can used. Its very important have reply before monday","honey, can you pls find out how much they sell predicte in nigeria. and how many times can it be used. its very important to have a reply before monday"
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,e admin building there? i might b slightly earlier... i'll call u when i'm reaching...,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,E admin building there? I might b slightly earlier... I'll call u when i'm reaching,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,e admin building there? i might b slightly earlier... i'll call u when i'm reaching
ham,"fyi I'm at usf now, swing by the room whenever","fyi i'm at usf now, swing by the room whenever","fyi I'm at usf now, swing by the room whenever","fyi I'm at usf now, swing by the room whenever","fyi I'm at usf now, swing by the room whenever","fyi I'm at usf now, swing by the room whenever","fyi I'm usf now, swing room whenever","fyi i'm at usf now, swing by the room whenever"
ham,i can call in  &lt;#&gt;  min if thats ok,i can call in  &lt;#&gt;  min if thats ok,i can call in  &lt;#&gt;  min if thats ok,i can call in  &lt;#&gt;  min if thats ok,i can call in  &lt;#&gt;  min if thats ok,i can call in &lt;#&gt; min if thats ok,i can call &lt;#&gt; min if thats ok,i can call in &lt;#&gt; min if thats ok
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy returns of d day my dear sweet heart.. happy birthday dear,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,Ummmmmaah Many many happy returns d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy returns of d day my dear sweet heart.. happy birthday dear
ham,Ü no home work to do meh...,ü no home work to do meh...,Ü no home work to do meh...,Ü no home work to do meh...,Ü no home work to do meh,Ü no home work to do meh...,Ü no home work do meh...,ü no home work to do meh
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,anything is valuable in only 2 situations: first- before getting it... second- after loosing it...,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,Anything is valuable in only <NUM> situations: First- Before getting it... Second- After loosing it...,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,Anything valuable only 2 situations: First- Before getting it... Second- After loosing it...,anything is valuable in only <NUM> situations: first- before getting it... second- after loosing it
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,me too. mark is taking forever to pick up my prescription and the pain is coming back.,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,Me too. Mark is taking forever to pick up my prescription and the pain is coming back,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,Me too. Mark taking forever pick up my prescription pain coming back.,me too. mark is taking forever to pick up my prescription and the pain is coming back
ham,How's ur paper?,how's ur paper?,How's ur paper?,How's ur paper?,How's ur paper,How's ur paper?,How's ur paper?,how's ur paper
ham,Got smaller capacity one? Quite ex...,got smaller capacity one? quite ex...,Got smaller capacity one? Quite ex...,Got smaller capacity one? Quite ex...,Got smaller capacity one? Quite ex,Got smaller capacity one? Quite ex...,Got smaller capacity one? Quite ex...,got smaller capacity one? quite ex
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,check out choose your babe videos @ sms.shsex.netun fgkslpopw fgkslpo,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,Check Out Choose Your Babe Videos sms.shsex.netUN fgkslpoPW fgkslpo,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,check out choose your babe videos sms.shsex.netun fgkslpopw fgkslpo
ham,Im good! I have been thinking about you...,im good! i have been thinking about you...,Im good! I have been thinking about you...,Im good! I have been thinking about you...,Im good! I have been thinking about you,Im good! I have been thinking about you...,Im good! I have been thinking about you...,im good! i have been thinking about you
spam,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),u r a winner u ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),u r a winner U ave been specially selected <NUM> receive £<NUM> cash or a <NUM>* holiday (flights inc) speak to a live operator <NUM> claim 0871277810710p/min (<NUM> ),u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),u r winner U ave been specially selected 2 receive £1000 cash or 4* holiday (flights inc) speak live operator 2 claim 0871277810710p/min (18 ),u r a winner u ave been specially selected <NUM> receive £<NUM> cash or a <NUM>* holiday (flights inc) speak to a live operator <NUM> claim 0871277810710p/min (<NUM> 
ham,:-) :-),:-) :-),:-) :-),:-) :-), ,:-) :-),:-) :-), 
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,not thought bout it... || drink in tap & spile at seven. || is that pub on gas st off broad st by canal. || ok?,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,Not thought bout it... || Drink in tap spile at seven. || Is that pub on gas st off broad st by canal. || Ok,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,Not thought bout it... || Drink tap & spile seven. || Is pub gas st off broad st canal. || Ok?,not thought bout it... || drink in tap spile at seven. || is that pub on gas st off broad st by canal. || ok
ham,I am going to sleep. I am tired of travel.,i am going to sleep. i am tired of travel.,I am going to sleep. I am tired of travel.,I am going to sleep. I am tired of travel.,I am going to sleep. I am tired of travel,I am going to sleep. I am tired of travel.,I am going sleep. I am tired travel.,i am going to sleep. i am tired of travel
ham,"Haha, just what I was thinkin","haha, just what i was thinkin","Haha, just what I was thinkin","Haha, just what I was thinkin","Haha, just what I was thinkin","Haha, just what I was thinkin","Haha, just what I thinkin","haha, just what i was thinkin"
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...,yup but it's not giving me problems now so mayb i'll jus leave it...,Yup but it's not giving me problems now so mayb i'll jus leave it...,Yup but it's not giving me problems now so mayb i'll jus leave it...,Yup but it's not giving me problems now so mayb i'll jus leave it,Yup but it's not giving me problems now so mayb i'll jus leave it...,Yup but it's not giving me problems now so mayb i'll jus leave it...,yup but it's not giving me problems now so mayb i'll jus leave it
ham,Lol no. Just trying to make your day a little more interesting,lol no. just trying to make your day a little more interesting,Lol no. Just trying to make your day a little more interesting,Lol no. Just trying to make your day a little more interesting,Lol no. Just trying to make your day a little more interesting,Lol no. Just trying to make your day a little more interesting,Lol no. Just trying make your day little more interesting,lol no. just trying to make your day a little more interesting
ham,"How long before you get reply, just defer admission til next semester","how long before you get reply, just defer admission til next semester","How long before you get reply, just defer admission til next semester","How long before you get reply, just defer admission til next semester","How long before you get reply, just defer admission til next semester","How long before you get reply, just defer admission til next semester","How long before you get reply, just defer admission til next semester","how long before you get reply, just defer admission til next semester"
ham,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)","the word ""checkmate"" in chess comes from the persian phrase ""shah maat"" which means; ""the king is dead.."" goodmorning.. have a good day..:)","The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)","The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)","The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day","The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)","The word ""Checkmate"" chess comes Persian phrase ""Shah Maat"" which means; ""the king dead.."" Goodmorning.. Have good day..:)","the word ""checkmate"" in chess comes from the persian phrase ""shah maat"" which means; ""the king is dead.."" goodmorning.. have a good day"
ham,Po de :-):):-):-):-). No need job aha.,po de :-):):-):-):-). no need job aha.,Po de :-):):-):-):-). No need job aha.,Po de :-):):-):-):-). No need job aha.,Po de :-):):-):-):-). No need job aha,Po de :-):):-):-):-). No need job aha.,Po de :-):):-):-):-). No need job aha.,po de :-):):-):-):-). no need job aha
ham,Rats. Hey did u ever vote for the next themes?,rats. hey did u ever vote for the next themes?,Rats. Hey did u ever vote for the next themes?,Rats. Hey did u ever vote for the next themes?,Rats. Hey did u ever vote for the next themes,Rats. Hey did u ever vote for the next themes?,Rats. Hey did u ever vote next themes?,rats. hey did u ever vote for the next themes
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.","new mobiles from 2004, must go! txt: nokia to no: 89545 & collect yours today! from only £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 txtauction.","New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. <URL> 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.","New Mobiles from <NUM>, MUST GO! Txt: NOKIA to No: <NUM> & collect yours today! From ONLY £<NUM>. www.<NUM>-tc.biz 2optout <NUM>.50gbp/mtmsg18 TXTAUCTION.","New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION","New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.","New Mobiles 2004, MUST GO! Txt: NOKIA No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.","new mobiles from <NUM>, must go! txt: nokia to no: <NUM> collect yours today! from only £<NUM>. <URL> 2optout <NUM>.50gbp/mtmsg18 txtauction"
ham,I hope your pee burns tonite.,i hope your pee burns tonite.,I hope your pee burns tonite.,I hope your pee burns tonite.,I hope your pee burns tonite,I hope your pee burns tonite.,I hope your pee burns tonite.,i hope your pee burns tonite
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.","oh rite. well im with my best mate pete, who i went out with 4 a week+ now were 2geva again. its been longer than a week.","OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.","OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH <NUM> A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.","OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK","OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.","OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.","oh rite. well im with my best mate pete, who i went out with <NUM> a week+ now were 2geva again. its been longer than a week"
ham,Yay can't wait to party together!,yay can't wait to party together!,Yay can't wait to party together!,Yay can't wait to party together!,Yay can't wait to party together,Yay can't wait to party together!,Yay can't wait party together!,yay can't wait to party together
ham,....photoshop makes my computer shut down.,....photoshop makes my computer shut down.,....photoshop makes my computer shut down.,....photoshop makes my computer shut down.,photoshop makes my computer shut down,....photoshop makes my computer shut down.,....photoshop makes my computer shut down.,photoshop makes my computer shut down
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,all boys made fun of me today. ok i have no problem. i just sent one message just for fun,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,All boys made fun me today. Ok i have no problem. I just sent one message just fun,all boys made fun of me today. ok i have no problem. i just sent one message just for fun
ham,That's one of the issues but california is okay. No snow so its manageable,that's one of the issues but california is okay. no snow so its manageable,That's one of the issues but california is okay. No snow so its manageable,That's one of the issues but california is okay. No snow so its manageable,That's one of the issues but california is okay. No snow so its manageable,That's one of the issues but california is okay. No snow so its manageable,That's one issues but california okay. No snow so manageable,that's one of the issues but california is okay. no snow so its manageable
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08715203652 identifier code: 42810 expires 29/10/0,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,PRIVATE! Your <NUM> Account Statement for shows <NUM> un-redeemed S. I. M. points. Call <NUM> Identifier Code: <NUM> Expires <NUM>/<NUM>/<NUM>,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,PRIVATE! Your 2003 Account Statement shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,private! your <NUM> account statement for shows <NUM> un-redeemed s. i. m. points. call <NUM> identifier code: <NUM> expires <NUM>/<NUM>/<NUM>
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...","hmmm.... mayb can try e shoppin area one, but forgot e name of hotel...","Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...","Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...","Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel","Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...","Hmmm.... Mayb can try e shoppin area one, but forgot e name hotel...","hmmm.... mayb can try e shoppin area one, but forgot e name of hotel"
ham,"Awesome, that gonna be soon or later tonight?","awesome, that gonna be soon or later tonight?","Awesome, that gonna be soon or later tonight?","Awesome, that gonna be soon or later tonight?","Awesome, that gonna be soon or later tonight","Awesome, that gonna be soon or later tonight?","Awesome, gonna soon or later tonight?","awesome, that gonna be soon or later tonight"
ham,I need details about that online job.,i need details about that online job.,I need details about that online job.,I need details about that online job.,I need details about that online job,I need details about that online job.,I need details about online job.,i need details about that online job
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,you have won! as a valued vodafone customer our computer has picked you to win a £150 prize. to collect is easy. just call 09061743386,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £<NUM> prize. To collect is easy. Just call <NUM>,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,YOU HAVE WON! As valued Vodafone customer our computer picked YOU win £150 prize. To collect easy. Just call 09061743386,you have won! as a valued vodafone customer our computer has picked you to win a £<NUM> prize. to collect is easy. just call <NUM>
ham,Missing you too.pray inshah allah,missing you too.pray inshah allah,Missing you too.pray inshah allah,Missing you too.pray inshah allah,Missing you too.pray inshah allah,Missing you too.pray inshah allah,Missing you too.pray inshah allah,missing you too.pray inshah allah
ham,Pls help me tell Ashley that i cant find her number oh,pls help me tell ashley that i cant find her number oh,Pls help me tell Ashley that i cant find her number oh,Pls help me tell Ashley that i cant find her number oh,Pls help me tell Ashley that i cant find her number oh,Pls help me tell Ashley that i cant find her number oh,Pls help me tell Ashley i cant find her number oh,pls help me tell ashley that i cant find her number oh
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,i am in escape theatre now. . going to watch kavalan in a few minutes,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,I am in escape theatre now. Going to watch KAVALAN in a few minutes,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,I am escape theatre now. . Going watch KAVALAN few minutes,i am in escape theatre now. going to watch kavalan in a few minutes
ham,S.this will increase the chance of winning.,s.this will increase the chance of winning.,S.this will increase the chance of winning.,S.this will increase the chance of winning.,S.this will increase the chance of winning,S.this will increase the chance of winning.,S.this increase chance winning.,s.this will increase the chance of winning
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,either way works for me. i am  &lt;#&gt;  years old. hope that doesnt bother you.,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you,either way works for me. I am &lt;#&gt; years old. Hope that doesnt bother you.,either way works me. I am &lt;#&gt; years old. Hope doesnt bother you.,either way works for me. i am &lt;#&gt; years old. hope that doesnt bother you
ham,Maybe you should find something else to do instead???,maybe you should find something else to do instead???,Maybe you should find something else to do instead???,Maybe you should find something else to do instead???,Maybe you should find something else to do instead,Maybe you should find something else to do instead???,Maybe you should find something else do instead???,maybe you should find something else to do instead
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,gain the rights of a wife.dont demand it.i am trying as husband too.lets see,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,Gain rights wife.dont demand it.i am trying husband too.Lets see,gain the rights of a wife.dont demand it.i am trying as husband too.lets see
ham,I liked your new house,i liked your new house,I liked your new house,I liked your new house,I liked your new house,I liked your new house,I liked your new house,i liked your new house
ham,I'm fine. Hope you are also,i'm fine. hope you are also,I'm fine. Hope you are also,I'm fine. Hope you are also,I'm fine. Hope you are also,I'm fine. Hope you are also,I'm fine. Hope you also,i'm fine. hope you are also
